nodeName	altName	nodeAttr[nodesPresent, ]
TraesCS2D02G425000	GO:0055114,GO:0006779,GO:0004109,GO:0016491,GO:0006782,GO:0005737,GO:0009570	brown
TraesCS2D02G433300	GO:0009507,GO:0005739,GO:0080156,GO:1900865,GO:0005515	brown
TraesCS2D02G434000	GO:0015846,GO:0019808,GO:0042597,GO:0009941	brown
TraesCS2D02G434600	GO:0016554	brown
TraesCS2D02G454100		brown
TraesCS2D02G456600	GO:0046872,GO:0004722,GO:0016791,GO:0043169,GO:0016787,GO:0004721,GO:0006470,GO:0016311,GO:0106306,GO:0106307	brown
TraesCS2D02G483500	GO:0016021,GO:0022857,GO:0055085	brown
TraesCS2D02G492900	GO:0004222,GO:0006364	brown
TraesCS2D02G511800	GO:0016787	brown
TraesCS2D02G512600	GO:0009507,GO:0010190	brown
TraesCS2D02G513500	GO:0003824,GO:0016829,GO:0009089,GO:0008840	brown
TraesCS2D02G519400		brown
TraesCS2D02G519700		brown
TraesCS2D02G521500	GO:0005524,GO:0016787,GO:0006412,GO:0005739,GO:0030956,GO:0050567,GO:0004040,GO:0070681,GO:0032543,GO:0009570	brown
TraesCS2D02G528500	GO:0046872,GO:0016491,GO:0016702,GO:0055114,GO:0031408,GO:0005515	brown
TraesCS2D02G528900	GO:0010374	brown
TraesCS2D02G532700	GO:0005737,GO:0005524,GO:0004821,GO:0006427	brown
TraesCS2D02G553200		brown
TraesCS2D02G569800	GO:0005515	brown
TraesCS2D02G570900		brown
TraesCS2D02G572300	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS2D02G588400		brown
TraesCS3A02G012300	GO:0016021,GO:0005515	brown
TraesCS3A02G019600	GO:0016021,GO:0022857,GO:0016020	brown
TraesCS3A02G027700	GO:0008270,GO:0005515	brown
TraesCS3A02G059600	GO:0005759	brown
TraesCS3A02G076200	GO:0015979,GO:0005783,GO:0009507,GO:0047134	brown
TraesCS3A02G080800	GO:0048046	brown
TraesCS3A02G087500	GO:0003723,GO:0009507,GO:0042646,GO:1901259	brown
TraesCS3A02G089000	GO:0005737,GO:0003676,GO:0005524,GO:0016020,GO:0000166,GO:0009507,GO:0005739,GO:0016874,GO:0006418,GO:0004812	brown
TraesCS3A02G105900	GO:0003723,GO:0006396,GO:0008173,GO:0009409	brown
TraesCS3A02G112800	GO:0003676,GO:0005524,GO:0004386,GO:0016887,GO:0009507,GO:0110102,GO:0070180,GO:1901259	brown
TraesCS3A02G117800		brown
TraesCS3A02G132400	GO:0016021,GO:0016020,GO:0055085,GO:0005216,GO:0005249,GO:0006813,GO:0006811	brown
TraesCS3A02G141500		brown
TraesCS3A02G148800	,GO:0016021	brown
TraesCS3A02G151100	GO:0009535,GO:0006979,GO:0003755,GO:0006457,GO:0048046,GO:0009737,GO:0009642,GO:0042742,GO:0009651,GO:0031977,GO:0022626,GO:0010555,GO:0009735,GO:0009570,GO:0009941,GO:0019344,GO:0000413	brown
TraesCS3A02G175800	GO:0004553,GO:0005975	brown
TraesCS3A02G178600	GO:0055114,GO:0050660,GO:0016614	brown
TraesCS3A02G179400	GO:0016021	brown
TraesCS3A02G181500	GO:0016021,GO:0022857,GO:0055085	brown
TraesCS3A02G187300	GO:0004252,GO:0004176,GO:0006508	brown
TraesCS3A02G191400		brown
TraesCS3A02G196400	GO:0003723	brown
TraesCS3A02G204000	GO:0046872,GO:0006412,GO:0009507,GO:0005739,GO:0042586,GO:0009505,GO:0043686	brown
TraesCS3A02G222700	GO:0003676,GO:0005524,GO:0004386	brown
TraesCS3A02G224800	GO:0006779,GO:0004853,GO:0006782	brown
TraesCS3A02G226800	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS3A02G227400	GO:0016021,GO:0016746	brown
TraesCS3A02G230000	GO:0008270,GO:0004089,GO:0015976	brown
TraesCS3A02G235900		brown
TraesCS3A02G240600	GO:0003824,GO:0009234,GO:0008935	brown
TraesCS3A02G253000	GO:0000427,GO:0042793	brown
TraesCS3A02G258500		brown
TraesCS3A02G263800	GO:0003824,GO:0009058,GO:0016742,GO:0004479,GO:0071951	brown
TraesCS3A02G265600		brown
TraesCS3A02G268600	GO:0003723,GO:0003735,GO:0006412,GO:0005840	brown
TraesCS3A02G270600	GO:0005515,GO:0009793,GO:0009507,GO:0009658,GO:0010239	brown
TraesCS3A02G273700	GO:0003723,GO:0009507	brown
TraesCS3A02G275700	GO:0005524,GO:0000166,GO:0004830,GO:0006436,GO:0005739,GO:0006418,GO:0004812,GO:0048481,GO:0009570,GO:0005737	brown
TraesCS3A02G276400	GO:0003723,GO:0008168,GO:0006396,GO:0008173	brown
TraesCS3A02G281200	GO:0005525	brown
TraesCS3A02G297500	GO:0005634,GO:0006355,GO:0009507,GO:0009416,GO:0090228	brown
TraesCS3A02G303900	GO:0005515	brown
TraesCS3A02G322500	GO:0003723,GO:0001522,GO:0009982,GO:0009451	brown
TraesCS3A02G334800	GO:0006396,GO:0004525	brown
TraesCS3A02G338000		brown
TraesCS3A02G338600	GO:0006535,GO:0004124,GO:0015979,GO:0009507,GO:0090322,GO:0009643,GO:0010310,GO:0031977	brown
TraesCS3A02G367400		brown
TraesCS3A02G385400	GO:0003677,GO:0003824,GO:0003887,GO:0006261	brown
TraesCS3A02G393900	GO:0003676	brown
TraesCS3A02G403700	GO:0003747,GO:0006415	brown
TraesCS3A02G405300	GO:0016021,GO:0009507	brown
TraesCS3A02G419900	GO:2000123	brown
TraesCS3A02G435700	GO:0003735,GO:0006412,GO:0005840,GO:0009579,GO:0009735,GO:0009570,GO:0009941	brown
TraesCS3A02G443700	GO:0006979,GO:0009507	brown
TraesCS3A02G444300	GO:0016491,GO:0055114	brown
TraesCS3A02G486000	GO:0004553,GO:0005975	brown
TraesCS3A02G498300	GO:0005622,GO:0005525,GO:0006614	brown
TraesCS3A02G498700	GO:0016787,GO:0006629	brown
TraesCS3A02G503200	GO:0050660,GO:0008033,GO:0002098	brown
TraesCS3A02G509000	GO:0015035,GO:0045454,GO:0006662	brown
TraesCS3A02G523700	GO:0005515	brown
TraesCS3A02G530100	GO:0005737,GO:0003824,GO:0006364,GO:0051536,GO:0008173,GO:0070475,GO:0030488	brown
TraesCS3A02G533300	GO:0016787,GO:0005576,GO:0005618,GO:0071555	brown
TraesCS3A02G533600	GO:0016021,GO:0016787,GO:0005576,GO:0005618,GO:0071555	brown
TraesCS3B02G012800		brown
TraesCS3B02G021000	GO:0005524,GO:0009793,GO:0000166,GO:0005739,GO:0002161,GO:0006418,GO:0004823,GO:0006429,GO:0004812,GO:0009570,GO:0006412,GO:0016874,GO:0106074	brown
TraesCS3B02G035600	GO:0009793,GO:0016226,GO:0010027,GO:0009570	brown
TraesCS3B02G037100	GO:0005576,GO:0004867,GO:0030414,GO:0010466,GO:0010951	brown
TraesCS3B02G047900	GO:0004045	brown
TraesCS3B02G072200	GO:0005759,GO:0005739,GO:0003729,GO:0008494,GO:0097177,GO:0070131	brown
TraesCS3B02G095400	GO:0048046	brown
TraesCS3B02G102900	GO:0003723,GO:0009507,GO:0042646,GO:1901259	brown
TraesCS3B02G103300	GO:0016021	brown
TraesCS3B02G104400	GO:0005737,GO:0003676,GO:0005524,GO:0000166,GO:0016874,GO:0006418,GO:0004812	brown
TraesCS3B02G121000	GO:0006396,GO:0004525,GO:0090502,GO:0090501	brown
TraesCS3B02G124400	GO:0006396,GO:0008173	brown
TraesCS3B02G131400	GO:0003676,GO:0005524,GO:0004386,GO:0016887,GO:0009507,GO:0110102,GO:0070180,GO:1901259,GO:0003723,GO:0016787,GO:0000166	brown
TraesCS3B02G137100		brown
TraesCS3B02G174900	GO:0016788	brown
TraesCS3B02G176000	GO:0016021	brown
TraesCS3B02G176100	GO:0005634,GO:0030488,GO:0005759,GO:0052906,GO:0005737,GO:0005739,GO:0032259,GO:0016740,GO:0008168,GO:0008033,GO:0009019,GO:0008175,GO:0002939	brown
TraesCS3B02G178000	GO:0009535,GO:0006979,GO:0003755,GO:0006457,GO:0048046,GO:0009737,GO:0009642,GO:0042742,GO:0009651,GO:0031977,GO:0022626,GO:0010555,GO:0009735,GO:0009570,GO:0009941,GO:0019344,GO:0000413	brown
TraesCS3B02G187700	GO:0003735,GO:0006412,GO:0015934,GO:0005840,GO:0019843,GO:0009507,GO:0003723,GO:0009536,GO:0005762,GO:0070180	brown
TraesCS3B02G199400		brown
TraesCS3B02G216800	GO:0004252,GO:0004176,GO:0006508,GO:0051117,GO:0006515,GO:0009368	brown
TraesCS3B02G219400	GO:0009535,GO:0032544	brown
TraesCS3B02G221600	GO:0003723	brown
TraesCS3B02G224200	GO:0016021,GO:0016020,GO:0009977,GO:0043953,GO:0065002,GO:0033281	brown
TraesCS3B02G230500	GO:0005515	brown
TraesCS3B02G233200	GO:0005515	brown
TraesCS3B02G234300	GO:0046872,GO:0006412,GO:0009507,GO:0005739,GO:0042586,GO:0009505,GO:0016787,GO:0009536,GO:0043686,GO:0031365,GO:0018206	brown
TraesCS3B02G250100	GO:0016021,GO:0016020	brown
TraesCS3B02G252600	GO:0003676,GO:0005524,GO:0004386,GO:0003723,GO:0016787,GO:0000166,GO:0009507	brown
TraesCS3B02G254400	GO:0006779,GO:0004853,GO:0016829,GO:0016831,GO:0006782,GO:0015995	brown
TraesCS3B02G259700	GO:0005737,GO:0003824,GO:0006364,GO:0051536,GO:0008173,GO:0070475,GO:0030488,GO:0032259,GO:0046872,GO:0016740,GO:0008168,GO:0051539	brown
TraesCS3B02G264000	GO:0016413,GO:0005794	brown
TraesCS3B02G268700	GO:0003824,GO:0009234,GO:0008935,GO:0005829	brown
TraesCS3B02G268900	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS3B02G272100	GO:0046872,GO:0004601,GO:0020037,GO:0006979,GO:0005576,GO:0042744,GO:0055114	brown
TraesCS3B02G283600		brown
TraesCS3B02G284900	GO:0000427,GO:0042793	brown
TraesCS3B02G292800	GO:0004045	brown
TraesCS3B02G303000	GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0019843,GO:0070181,GO:0015935	brown
TraesCS3B02G304400	GO:0009793,GO:0009507,GO:0009658,GO:0010239,GO:0005515	brown
TraesCS3B02G306000	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS3B02G309400	GO:0005524,GO:0000166,GO:0004830,GO:0006436,GO:0005739,GO:0006418,GO:0004812,GO:0048481,GO:0009570,GO:0006412,GO:0016874,GO:0005829,GO:0009507	brown
TraesCS3B02G310400	GO:0003723,GO:0008168,GO:0006396,GO:0008173	brown
TraesCS3B02G313800	GO:0016021,GO:0016747,GO:0016020,GO:0016746,GO:0006633,GO:0016740	brown
TraesCS3B02G314900	GO:0005525	brown
TraesCS3B02G332300	GO:0005515	brown
TraesCS3B02G339200	GO:0005634,GO:0006355,GO:0009507,GO:0009416,GO:0090228	brown
TraesCS3B02G352900	GO:0016021,GO:0005524,GO:0004672,GO:0004674,GO:0048544,GO:0006468	brown
TraesCS3B02G357700		brown
TraesCS3B02G358300	GO:0009535,GO:0048564,GO:0080183,GO:0016021,GO:0010286,GO:0042538,GO:0009414,GO:0009658,GO:0016020	brown
TraesCS3B02G362100	GO:0003735,GO:0006412,GO:0005840,GO:0005762	brown
TraesCS3B02G365700	GO:0006396,GO:0004525,GO:0090502,GO:0090501,GO:0005634,GO:0003725,GO:0030422,GO:0031053,GO:0031054	brown
TraesCS3B02G370200	GO:0006535,GO:0015979,GO:0009507,GO:0004124,GO:0090322,GO:0009643,GO:0010310,GO:0031977,GO:0016740,GO:0008652,GO:0019344,GO:0005737,GO:0030170	brown
TraesCS3B02G381100		brown
TraesCS3B02G417600	GO:0003677,GO:0003824,GO:0003887,GO:0006261,GO:0090305,GO:0071897,GO:0005737,GO:0008409	brown
TraesCS3B02G425900	GO:0003676,GO:0009507,GO:0009508	brown
TraesCS3B02G432300		brown
TraesCS3B02G435600		brown
TraesCS3B02G437200	GO:0003747,GO:0006415,GO:0009507	brown
TraesCS3B02G437300	GO:0003824,GO:0008299,GO:0050518,GO:0009570,GO:0016779,GO:0016740,GO:0070567,GO:0019288	brown
TraesCS3B02G439000	GO:0016021,GO:0009507,GO:0016020	brown
TraesCS3B02G448200	GO:0016021,GO:0016020,GO:0004659,GO:0032194,GO:0042371,GO:0042372	brown
TraesCS3B02G470400	GO:0003735,GO:0006412,GO:0005840,GO:0009579,GO:0009735,GO:0009570,GO:0009941	brown
TraesCS3B02G519600	GO:0003723,GO:0008033,GO:0004809,GO:0000049,GO:0032259,GO:0016740,GO:0008168,GO:0005634,GO:0002940	brown
TraesCS3B02G541300	GO:0030170	brown
TraesCS3B02G546600		brown
TraesCS3B02G561300	GO:0005622,GO:0005525,GO:0006614	brown
TraesCS3B02G566600	GO:0050660,GO:0008033,GO:0002098	brown
TraesCS3B02G568500	GO:0003676,GO:0005524,GO:0004386,GO:0004004,GO:0071446,GO:0071395,GO:0071369,GO:0009817,GO:0006968	brown
TraesCS3B02G577800	GO:0015035,GO:0045454,GO:0006662,GO:0005623	brown
TraesCS3B02G579600		brown
TraesCS3B02G585600	GO:0008270,GO:0004177,GO:0070006,GO:0006508,GO:0009570	brown
TraesCS3B02G600200	GO:0005737,GO:0003824,GO:0006364,GO:0051536,GO:0008173,GO:0070475,GO:0030488	brown
TraesCS3B02G606500		brown
TraesCS3B02G610100	GO:0016787	brown
TraesCS3D02G018200	GO:0008270,GO:0005515	brown
TraesCS3D02G022400	GO:0005524,GO:0009793,GO:0000166,GO:0005739,GO:0002161,GO:0006418,GO:0004823,GO:0006429,GO:0004812,GO:0009570,GO:0006412,GO:0016874,GO:0106074	brown
TraesCS3D02G034000	GO:0005576,GO:0004867	brown
TraesCS3D02G038900	GO:0006541	brown
TraesCS3D02G051800	GO:0015979,GO:0009522,GO:0009538	brown
TraesCS3D02G059900	GO:0005759	brown
TraesCS3D02G060600		brown
TraesCS3D02G080700	GO:0048046	brown
TraesCS3D02G087600	GO:0003723,GO:0009507,GO:0042646,GO:1901259	brown
TraesCS3D02G089200	GO:0005737,GO:0005524,GO:0000166,GO:0016874,GO:0006418,GO:0004812,GO:0003676,GO:0016020,GO:0009507,GO:0005739	brown
TraesCS3D02G102300	GO:0016758,GO:0008194	brown
TraesCS3D02G105900	GO:0006396,GO:0004525	brown
TraesCS3D02G119600		brown
TraesCS3D02G135700	GO:0005515	brown
TraesCS3D02G143900	GO:0003824	brown
TraesCS3D02G159000	GO:0009535,GO:0006979,GO:0003755,GO:0006457,GO:0048046,GO:0009737,GO:0009642,GO:0042742,GO:0009651,GO:0031977,GO:0022626,GO:0010555,GO:0009735,GO:0009570,GO:0009941,GO:0019344,GO:0000413	brown
TraesCS3D02G169700	GO:0000287,GO:0006400,GO:0008193	brown
TraesCS3D02G191100	GO:0004252,GO:0004176,GO:0006508	brown
TraesCS3D02G194000		brown
TraesCS3D02G207500	GO:0005515	brown
TraesCS3D02G224800	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS3D02G228800	GO:0006779,GO:0004853,GO:0006782	brown
TraesCS3D02G230400	GO:0003676,GO:0005524,GO:0004386	brown
TraesCS3D02G232900		brown
TraesCS3D02G235200		brown
TraesCS3D02G240800	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS3D02G241000	GO:0003824,GO:0009234,GO:0008935	brown
TraesCS3D02G253900	GO:0000427,GO:0042793	brown
TraesCS3D02G263700	GO:0009058,GO:0016742,GO:0003824,GO:0004479,GO:0071951	brown
TraesCS3D02G268700	GO:0003723,GO:0003735,GO:0006412,GO:0005840	brown
TraesCS3D02G270400	GO:0009793,GO:0009507,GO:0009658,GO:0010239,GO:0005515	brown
TraesCS3D02G271800	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS3D02G275600	GO:0005524,GO:0000166,GO:0004830,GO:0006436,GO:0005739,GO:0006418,GO:0004812,GO:0048481,GO:0009570	brown
TraesCS3D02G276500	GO:0003723,GO:0008168,GO:0006396,GO:0008173	brown
TraesCS3D02G281100	GO:0005525	brown
TraesCS3D02G281200	GO:0005742,GO:0030150	brown
TraesCS3D02G284000	GO:0016021,GO:0016757,GO:0000139,GO:0047262,GO:0045489,GO:0071555	brown
TraesCS3D02G297900	GO:0005515	brown
TraesCS3D02G304800	GO:0005634,GO:0006355,GO:0009507,GO:0009416,GO:0090228	brown
TraesCS3D02G309400	GO:0016021,GO:0015979,GO:0009507,GO:0009523,GO:0009535,GO:0016020,GO:0009536,GO:0042549	brown
TraesCS3D02G321900	GO:0009535,GO:0048564,GO:0080183,GO:0016021,GO:0010286,GO:0042538,GO:0009414,GO:0009658	brown
TraesCS3D02G324400	GO:0005524,GO:0009507,GO:0016114,GO:0050515	brown
TraesCS3D02G325800	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS3D02G328100	GO:0006396,GO:0004525	brown
TraesCS3D02G332100	GO:0015979,GO:0009507,GO:0006535,GO:0004124,GO:0090322,GO:0009643,GO:0010310,GO:0031977	brown
TraesCS3D02G332700	GO:0046872	brown
TraesCS3D02G342900		brown
TraesCS3D02G370700	GO:0005975,GO:0042132,GO:0016791,GO:0016787,GO:0016311,GO:0005737,GO:0005829,GO:0006000,GO:0005986,GO:0006002,GO:0006094,GO:0030388	brown
TraesCS3D02G378400	GO:0003677,GO:0003824,GO:0003887,GO:0006261	brown
TraesCS3D02G387600	GO:0003676	brown
TraesCS3D02G393700	GO:0006457,GO:0015031	brown
TraesCS3D02G397100		brown
TraesCS3D02G398900	GO:0003747,GO:0006415	brown
TraesCS3D02G423300	GO:0006396,GO:0008173	brown
TraesCS3D02G427500	GO:0016021	brown
TraesCS3D02G428300	GO:0003735,GO:0006412,GO:0005840,GO:0009579,GO:0009735,GO:0009570,GO:0009941	brown
TraesCS3D02G471100	GO:0003723,GO:0000049,GO:0008033,GO:0004809,GO:0032259,GO:0016740,GO:0008168,GO:0030488	brown
TraesCS3D02G509800	GO:0050660,GO:0008033,GO:0002098	brown
TraesCS3D02G516800	GO:0015035,GO:0045454,GO:0006662,GO:0005623	brown
TraesCS3D02G517700		brown
TraesCS3D02G529200	GO:0005515	brown
TraesCS3D02G530600	GO:0003676,GO:0005524,GO:0004386	brown
TraesCS3D02G535600	GO:0003824,GO:0006364,GO:0051536,GO:0008173,GO:0070475,GO:0030488	brown
TraesCS4A02G010700	GO:0016020	brown
TraesCS4A02G036500	GO:0003723,GO:0016866,GO:0001522,GO:0009982,GO:0009451	brown
TraesCS4A02G042500	GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0009570	brown
TraesCS4A02G042600		brown
TraesCS4A02G051900	GO:0005524,GO:0000166,GO:0006418,GO:0004825,GO:0006431,GO:0004812,GO:0005739,GO:0048481,GO:0009570	brown
TraesCS4A02G060700	GO:0005525	brown
TraesCS4A02G065400	GO:0003735,GO:0006412,GO:0015934,GO:0005840	brown
TraesCS4A02G069000	GO:0055114,GO:0009089,GO:0008839,GO:0070402	brown
TraesCS4A02G077300		brown
TraesCS4A02G079200	GO:0005515	brown
TraesCS4A02G079500	GO:0019538	brown
TraesCS4A02G091100	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS4A02G095300	GO:0019867	brown
TraesCS4A02G095600	GO:0016021	brown
TraesCS4A02G099800	GO:0045263,GO:0015986,GO:0015078	brown
TraesCS4A02G109700		brown
TraesCS4A02G121500	GO:0004252,GO:0004176,GO:0006508	brown
TraesCS4A02G125000	GO:0003676,GO:0016020,GO:0009579,GO:0003729,GO:0009735,GO:0009570	brown
TraesCS4A02G139700	GO:0004252,GO:0004176,GO:0006508	brown
TraesCS4A02G149800	GO:0005525	brown
TraesCS4A02G149900	GO:0004252,GO:0015979,GO:0004176,GO:0006508,GO:0009840,GO:0009941,GO:0009534,GO:0009658	brown
TraesCS4A02G150500	GO:0003723,GO:0009507,GO:0005739,GO:0000373	brown
TraesCS4A02G157100	GO:0003700,GO:0006355,GO:0006352	brown
TraesCS4A02G157300	GO:0003676,GO:0003723	brown
TraesCS4A02G158400	GO:0005737,GO:0016740,GO:0003824,GO:0051539,GO:0051536,GO:0006400,GO:0035596	brown
TraesCS4A02G159300		brown
TraesCS4A02G165200	GO:0003676,GO:0005524,GO:0006281	brown
TraesCS4A02G167000	GO:0003723,GO:0003735,GO:0006412,GO:0005840	brown
TraesCS4A02G172000	GO:0004553,GO:0005975	brown
TraesCS4A02G180700	GO:0004322,GO:0006826,GO:0006879,GO:0008199,GO:0005623	brown
TraesCS4A02G186900	GO:0055114,GO:0009507,GO:0004392,GO:0006788,GO:0010024	brown
TraesCS4A02G189700	GO:0003677	brown
TraesCS4A02G194100	GO:0005737,GO:0003746,GO:0006414,GO:0009570,GO:0043043	brown
TraesCS4A02G197600	GO:0005525,GO:0003924,GO:0006614,GO:0008312,GO:0048500	brown
TraesCS4A02G197700	GO:0005525,GO:0003924,GO:0006614,GO:0008312,GO:0048500	brown
TraesCS4A02G229200	GO:0003723,GO:0008168,GO:0032259	brown
TraesCS4A02G235500	GO:0016491,GO:0055114	brown
TraesCS4A02G240000		brown
TraesCS4A02G246600	GO:0005515	brown
TraesCS4A02G248100		brown
TraesCS4A02G266500		brown
TraesCS4A02G272100	GO:0003676,GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0005739,GO:0015935	brown
TraesCS4A02G274900	GO:0016021	brown
TraesCS4A02G277800	GO:0009535,GO:0009643,GO:0009941	brown
TraesCS4A02G280500		brown
TraesCS4A02G281300	GO:0016020,GO:0008375	brown
TraesCS4A02G284500	GO:0003723,GO:0006396,GO:0008173	brown
TraesCS4A02G298100	GO:0003723,GO:0006355,GO:0006353,GO:0009507	brown
TraesCS4A02G299800	GO:0016021,GO:0022857,GO:0016020,GO:0055085	brown
TraesCS4A02G306300	GO:0016021	brown
TraesCS4A02G325300	GO:0005515	brown
TraesCS4A02G340600	GO:0003676	brown
TraesCS4A02G342800	GO:0003735,GO:0006412,GO:0005840,GO:0019843	brown
TraesCS4A02G368800	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS4A02G374600	GO:0004252,GO:0004176,GO:0006508	brown
TraesCS4A02G376000	GO:0006364	brown
TraesCS4A02G376600		brown
TraesCS4A02G395700	GO:0006952,GO:0003677,GO:0006355,GO:0003697	brown
TraesCS4A02G410300	GO:0042721,GO:0045039	brown
TraesCS4A02G411500		brown
TraesCS4A02G431300	GO:0003993	brown
TraesCS4A02G434000	GO:0046872,GO:0055114,GO:0006801,GO:0004784	brown
TraesCS4A02G435600		brown
TraesCS4A02G452700	GO:0005524,GO:0006457,GO:0042026	brown
TraesCS4A02G494400	GO:0005737,GO:0005524,GO:0000166,GO:0004820,GO:0006426,GO:0004814,GO:0006420	brown
TraesCS4B02G008200	GO:0016021	brown
TraesCS4B02G009300	GO:0030246	brown
TraesCS4B02G013800	GO:0016021,GO:0022857,GO:0016020,GO:0055085	brown
TraesCS4B02G015600	GO:0003723,GO:0006355,GO:0006353,GO:0009507	brown
TraesCS4B02G032300		brown
TraesCS4B02G035300	GO:0009535,GO:0009643,GO:0009941	brown
TraesCS4B02G039000	GO:0016021	brown
TraesCS4B02G041900	GO:0003676,GO:0003723,GO:0003735,GO:0006412,GO:0005840	brown
TraesCS4B02G047800		brown
TraesCS4B02G059600	GO:0008168,GO:0006364	brown
TraesCS4B02G066800		brown
TraesCS4B02G074900		brown
TraesCS4B02G079400	GO:0016491,GO:0055114	brown
TraesCS4B02G106400	GO:0016491,GO:0008270,GO:0055114	brown
TraesCS4B02G109900	GO:0003824,GO:0006096,GO:0004332,GO:0016829,GO:0005829,GO:0030388	brown
TraesCS4B02G117800	GO:0005525,GO:0003924,GO:0006614,GO:0008312,GO:0048500	brown
TraesCS4B02G121200	GO:0005737,GO:0003746,GO:0006414,GO:0009570,GO:0006412,GO:0043043	brown
TraesCS4B02G122000	GO:0030170,GO:0003824,GO:0031071,GO:0006534	brown
TraesCS4B02G131800	GO:0055114,GO:0009507,GO:0004392,GO:0006788,GO:0010024	brown
TraesCS4B02G138200	GO:0019843,GO:0009793,GO:0009507,GO:0009555,GO:0048868,GO:0009553,GO:0005515	brown
TraesCS4B02G140300	GO:0005524,GO:0016887,GO:0004633,GO:0016829	brown
TraesCS4B02G156400	GO:0003676,GO:0003723	brown
TraesCS4B02G157100	GO:0003735,GO:0006412,GO:0005840,GO:0019843,GO:0009793,GO:0016020,GO:0009735,GO:0009570,GO:0009941	brown
TraesCS4B02G161000	GO:0003723,GO:0000373	brown
TraesCS4B02G162900	GO:0016740,GO:0003824,GO:0051539,GO:0051536,GO:0006400,GO:0035596	brown
TraesCS4B02G163500	GO:0003700,GO:0006355,GO:0006352	brown
TraesCS4B02G164800	GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0015935	brown
TraesCS4B02G165100	GO:0004252,GO:0015979,GO:0004176,GO:0006508,GO:0009840,GO:0009941,GO:0009534,GO:0009658,GO:0016787,GO:0008233,GO:0008236	brown
TraesCS4B02G168300	GO:0006779,GO:0004853,GO:0006782	brown
TraesCS4B02G172500		brown
TraesCS4B02G179400	GO:0003676,GO:0016020,GO:0009579,GO:0003729,GO:0009735,GO:0009570	brown
TraesCS4B02G181600	GO:0004252,GO:0004176,GO:0006508	brown
TraesCS4B02G198600	GO:0042254	brown
TraesCS4B02G204500	GO:0016021,GO:0045263,GO:0015986,GO:0015078	brown
TraesCS4B02G209000	GO:0016021	brown
TraesCS4B02G209200	GO:0019867	brown
TraesCS4B02G213600	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS4B02G219000	GO:0016021,GO:0005381,GO:0034755	brown
TraesCS4B02G220400	GO:0016021	brown
TraesCS4B02G224500	GO:0019538	brown
TraesCS4B02G226100	GO:0055114,GO:0009089,GO:0008839,GO:0070402	brown
TraesCS4B02G234300	GO:0016021	brown
TraesCS4B02G237600	GO:0020037,GO:0005506,GO:0016705,GO:0055114	brown
TraesCS4B02G242800	GO:0003735,GO:0006412,GO:0015934,GO:0005840	brown
TraesCS4B02G245000	GO:0005515	brown
TraesCS4B02G249800		brown
TraesCS4B02G252400	GO:0005737,GO:0005524,GO:0000166,GO:0006418,GO:0004825,GO:0006431,GO:0004812,GO:0005739,GO:0048481,GO:0009570	brown
TraesCS4B02G263100	GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0009570	brown
TraesCS4B02G263200		brown
TraesCS4B02G269400	GO:0003723,GO:0016866,GO:0001522,GO:0009982,GO:0009451	brown
TraesCS4B02G291900	GO:0046983,GO:0008168,GO:0008171	brown
TraesCS4B02G292800	GO:0009535	brown
TraesCS4B02G305800	GO:0016021,GO:0016765,GO:0042372,GO:0004659	brown
TraesCS4B02G310400	GO:0042721,GO:0045039	brown
TraesCS4B02G319300		brown
TraesCS4B02G330400	GO:0005737,GO:0000287,GO:0000105,GO:0003879	brown
TraesCS4B02G331100	GO:0006749,GO:0005515	brown
TraesCS4B02G331800	GO:0005515	brown
TraesCS4B02G334100	GO:0008270,GO:0005515	brown
TraesCS4B02G344600	GO:0003735,GO:0006412,GO:0005840,GO:0016020,GO:0022626,GO:0009735,GO:0009570,GO:0009941	brown
TraesCS4B02G347000	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS4B02G347400	GO:0005854	brown
TraesCS4B02G348600	GO:0046872,GO:0016787,GO:0003993	brown
TraesCS4B02G364900	GO:0003700,GO:0003677,GO:0046983,GO:0006357	brown
TraesCS4B02G367400		brown
TraesCS4B02G379500	GO:0006729,GO:0008124	brown
TraesCS4D02G006600	GO:0030246	brown
TraesCS4D02G007100	GO:0016021	brown
TraesCS4D02G011700	GO:0016021,GO:0022857,GO:0016020,GO:0055085	brown
TraesCS4D02G013900	GO:0003723,GO:0006355,GO:0006353,GO:0009507	brown
TraesCS4D02G025700	GO:0009055,GO:0051537,GO:0051536,GO:0022900	brown
