nodeName	altName	nodeAttr[nodesPresent, ]
TraesCS4D02G026200	GO:0003723,GO:0006396,GO:0008173	brown
TraesCS4D02G030000		brown
TraesCS4D02G033800	GO:0016787,GO:0009691	brown
TraesCS4D02G036100	GO:0016021,GO:0006633,GO:0016020,GO:0016740,GO:0006629,GO:0006631,GO:0030148,GO:0042761,GO:0030176,GO:0009922,GO:0019367,GO:0034625,GO:0034626	brown
TraesCS4D02G039100	GO:0003676,GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0005739,GO:0015935	brown
TraesCS4D02G039200		brown
TraesCS4D02G059200	GO:0055114	brown
TraesCS4D02G060100	GO:0003723,GO:0008168,GO:0016428,GO:0001510	brown
TraesCS4D02G063300		brown
TraesCS4D02G065700		brown
TraesCS4D02G068900	GO:0016021,GO:0016020,GO:0055085,GO:0015238,GO:0015297,GO:0042910	brown
TraesCS4D02G073500	GO:0015035,GO:0045454,GO:0006662,GO:0009507,GO:0009579,GO:0047134,GO:0009295,GO:0009657	brown
TraesCS4D02G076700		brown
TraesCS4D02G078200	GO:0016491,GO:0055114	brown
TraesCS4D02G115500	GO:0005525,GO:0003924,GO:0006614,GO:0008312,GO:0048500	brown
TraesCS4D02G115600	GO:0005525,GO:0003924,GO:0006614,GO:0008312,GO:0048500	brown
TraesCS4D02G119200	GO:0005737,GO:0003746,GO:0006414,GO:0009570,GO:0006412,GO:0043043	brown
TraesCS4D02G126600	GO:0055114,GO:0009507,GO:0004392,GO:0006788,GO:0010024	brown
TraesCS4D02G134200	GO:0047617	brown
TraesCS4D02G135000	GO:0005524,GO:0016887,GO:0009507,GO:0009536	brown
TraesCS4D02G135400		brown
TraesCS4D02G147100	GO:0009507,GO:0003747,GO:0016149,GO:0032544,GO:0010027,GO:0009658,GO:0006415	brown
TraesCS4D02G151500	GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0015935	brown
TraesCS4D02G153900	GO:0016740,GO:0003824,GO:0051539,GO:0051536,GO:0006400,GO:0035596	brown
TraesCS4D02G154500	GO:0003700,GO:0006355,GO:0006352	brown
TraesCS4D02G157200	GO:0004252,GO:0015979,GO:0004176,GO:0006508,GO:0009840,GO:0009941,GO:0009534,GO:0009658	brown
TraesCS4D02G164500	GO:0003735,GO:0006412,GO:0005840,GO:0019843,GO:0009793,GO:0016020,GO:0009735,GO:0009570,GO:0009941	brown
TraesCS4D02G166200		brown
TraesCS4D02G167900	GO:0004252,GO:0004176,GO:0006508	brown
TraesCS4D02G170800	GO:0006779,GO:0004853,GO:0006782	brown
TraesCS4D02G174500		brown
TraesCS4D02G177100		brown
TraesCS4D02G181000	GO:0003676,GO:0016020,GO:0009579,GO:0003729,GO:0009735,GO:0009570	brown
TraesCS4D02G184400	GO:0004252,GO:0004176,GO:0006508	brown
TraesCS4D02G189600	GO:0030170,GO:0003824,GO:0009058,GO:0008483	brown
TraesCS4D02G195800	GO:0006629,GO:0005622,GO:0007165,GO:0016042,GO:0008081,GO:0035556,GO:0004435	brown
TraesCS4D02G199500	GO:0005622,GO:0042254	brown
TraesCS4D02G205400	GO:0016021,GO:0045263,GO:0015986,GO:0015078	brown
TraesCS4D02G209900	GO:0019867	brown
TraesCS4D02G214300	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS4D02G214500	GO:0016021,GO:0055114	brown
TraesCS4D02G220700	GO:0016021	brown
TraesCS4D02G225100	GO:0019538	brown
TraesCS4D02G226800	GO:0055114,GO:0009089,GO:0008839,GO:0070402	brown
TraesCS4D02G230000	GO:0016021,GO:0046872,GO:0006886,GO:0016787,GO:0005525,GO:0015450,GO:0009707	brown
TraesCS4D02G234600		brown
TraesCS4D02G242400	GO:0003735,GO:0006412,GO:0015934,GO:0005840	brown
TraesCS4D02G243800	GO:0016021	brown
TraesCS4D02G244400	GO:0003729,GO:0045727,GO:0031425,GO:0009570,GO:0009658,GO:0005515	brown
TraesCS4D02G251900		brown
TraesCS4D02G252700	GO:0005524,GO:0000166,GO:0005739,GO:0006418,GO:0004825,GO:0006431,GO:0004812,GO:0048481,GO:0009570	brown
TraesCS4D02G263300	GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0009570	brown
TraesCS4D02G263400		brown
TraesCS4D02G268600	GO:0003723,GO:0016866,GO:0001522,GO:0009982,GO:0009451	brown
TraesCS4D02G292400	GO:0016020	brown
TraesCS4D02G300900	GO:0033014,GO:0004852,GO:0006780,GO:0009507,GO:0016829,GO:0006779,GO:0006782	brown
TraesCS4D02G308300	GO:0042721,GO:0045039	brown
TraesCS4D02G315900		brown
TraesCS4D02G328000	GO:0006749,GO:0005515	brown
TraesCS4D02G328600	GO:0009507,GO:0005515	brown
TraesCS4D02G330200	GO:0008270,GO:0005515	brown
TraesCS4D02G335600	GO:0016788	brown
TraesCS4D02G337500	GO:0020037,GO:0005506,GO:0016705,GO:0055114	brown
TraesCS4D02G339700	GO:0003735,GO:0006412,GO:0005840,GO:0016020,GO:0022626,GO:0009735,GO:0009570,GO:0009941	brown
TraesCS4D02G341900	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS4D02G342400	GO:0005854	brown
TraesCS4D02G346300	GO:0006351,GO:0005634,GO:0003677,GO:0046983,GO:0045944,GO:0000977	brown
TraesCS4D02G349000	GO:0055114,GO:0009089,GO:0008839,GO:0019684,GO:0009570	brown
TraesCS4D02G353200	GO:0005515	brown
TraesCS4D02G359000	GO:0003676,GO:0005524,GO:0004386	brown
TraesCS4D02G360100		brown
TraesCS5A02G000700		brown
TraesCS5A02G001500	GO:0016702,GO:0055114,GO:0046872,GO:0051213	brown
TraesCS5A02G004100		brown
TraesCS5A02G006100	GO:0005525	brown
TraesCS5A02G030400	GO:0016021,GO:0055085,GO:0015299,GO:0006813,GO:0006812	brown
TraesCS5A02G043800	GO:0005618,GO:0004857,GO:0042545,GO:0030599,GO:0045330,GO:0045490	brown
TraesCS5A02G054900	GO:0016491,GO:0055114	brown
TraesCS5A02G057500	GO:0003700,GO:0006355	brown
TraesCS5A02G059800		brown
TraesCS5A02G075000	GO:0005515	brown
TraesCS5A02G086300	GO:0003735,GO:0006412,GO:0005840,GO:0019843	brown
TraesCS5A02G087200	GO:0009535,GO:0005509,GO:0015979,GO:0009523,GO:0009654,GO:0019898,GO:0048564,GO:0009543,GO:0009570	brown
TraesCS5A02G092400	GO:0004550,GO:0006183,GO:0006228,GO:0006241,GO:0006165,GO:0005634,GO:0005524,GO:0009579,GO:0009585,GO:0042542,GO:0009570,GO:0009734,GO:0009941	brown
TraesCS5A02G093200	GO:0003676,GO:0003746,GO:0006414,GO:0005515	brown
TraesCS5A02G096100	GO:0006633,GO:0031177	brown
TraesCS5A02G099600		brown
TraesCS5A02G105100	GO:0005515	brown
TraesCS5A02G106200	GO:0005524,GO:0006457,GO:0051082,GO:0000166,GO:0016887	brown
TraesCS5A02G110400		brown
TraesCS5A02G119300	,GO:0005634,GO:0009507,GO:0005829,GO:0048487,GO:0051721,GO:0043014,GO:0042903,GO:0032041,GO:0043621	brown
TraesCS5A02G130000		brown
TraesCS5A02G149000		brown
TraesCS5A02G153200	GO:0016021,GO:0022857,GO:0016020,GO:0055085	brown
TraesCS5A02G154700	GO:0015035	brown
TraesCS5A02G164700	GO:0005515	brown
TraesCS5A02G168600	GO:0016021	brown
TraesCS5A02G173800	GO:0003676,GO:0003723,GO:0009535,GO:0003697,GO:0010029,GO:0009651,GO:0080148,GO:0009409,GO:1901001,GO:0009414,GO:0009570,GO:0009941	brown
TraesCS5A02G175200	GO:0005515	brown
TraesCS5A02G175900	GO:0048046	brown
TraesCS5A02G180000	GO:0046872,GO:0003676,GO:0003723	brown
TraesCS5A02G194600	GO:0003723	brown
TraesCS5A02G199900		brown
TraesCS5A02G200600	GO:0010468	brown
TraesCS5A02G212500	GO:0005524,GO:0006457,GO:0046914,GO:1901671,GO:0005737	brown
TraesCS5A02G219200	GO:0009507	brown
TraesCS5A02G234200	GO:0046872,GO:0016491,GO:0055114	brown
TraesCS5A02G234300	GO:0046872,GO:0016491,GO:0055114	brown
TraesCS5A02G251000	GO:0005524,GO:0006457,GO:0051082	brown
TraesCS5A02G253000	GO:0003723,GO:0006355,GO:0008168,GO:0006364,GO:0008649,GO:0001510	brown
TraesCS5A02G257100	GO:0016758,GO:0008194	brown
TraesCS5A02G258200	GO:0005506,GO:0051536,GO:0016226	brown
TraesCS5A02G261000	GO:0042781	brown
TraesCS5A02G268300	GO:0003824,GO:0050662	brown
TraesCS5A02G271400	GO:0009507	brown
TraesCS5A02G281600	GO:0005975,GO:0016021,GO:0003824,GO:0050662,GO:0016857	brown
TraesCS5A02G301200	GO:0006457,GO:0015031,GO:0009570	brown
TraesCS5A02G308600	GO:0016021	brown
TraesCS5A02G325200	GO:0016758,GO:0008194	brown
TraesCS5A02G354400	GO:0016021	brown
TraesCS5A02G357400	GO:0005737,GO:0005524,GO:0000166,GO:0004817,GO:0006423,GO:0006418,GO:0004812	brown
TraesCS5A02G363600	GO:0006355,GO:0003690	brown
TraesCS5A02G370600	GO:0005524,GO:0009507,GO:0005739,GO:0030956,GO:0050567,GO:0006450,GO:0070681,GO:0032543	brown
TraesCS5A02G377400	GO:0005515	brown
TraesCS5A02G396700	GO:0051301,GO:0032955	brown
TraesCS5A02G404500	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS5A02G404800	GO:0016021,	brown
TraesCS5A02G416700	GO:0005737,GO:0005524,GO:0016887,GO:0005525,GO:0043022,GO:0043023	brown
TraesCS5A02G425000	GO:0003676	brown
TraesCS5A02G445100	GO:0005525	brown
TraesCS5A02G466100	GO:0005524,GO:0015979,GO:0009507,GO:0015995,GO:0016851,GO:0009570,GO:0009534	brown
TraesCS5A02G468600	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS5A02G486000	GO:0016787	brown
TraesCS5A02G487100	GO:0006355,GO:0009508	brown
TraesCS5A02G502500	GO:0006749,GO:0005515	brown
TraesCS5A02G503200	GO:0005515	brown
TraesCS5A02G503800		brown
TraesCS5A02G505800	GO:0016021,GO:0005886	brown
TraesCS5A02G509000		brown
TraesCS5A02G513500	GO:0003735,GO:0006412,GO:0005840,GO:0016020,GO:0022626,GO:0009735,GO:0009570,GO:0009941	brown
TraesCS5A02G515700	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS5A02G516100	GO:0005854	brown
TraesCS5A02G524800	GO:0055114,GO:0009089,GO:0008839,GO:0019684,GO:0009570	brown
TraesCS5A02G528400	GO:0005515	brown
TraesCS5A02G545700	GO:0006729,GO:0008124	brown
TraesCS5A02G548800	GO:0003676,GO:0005524,GO:0004386,GO:0004004,GO:0071446,GO:0071395,GO:0071369,GO:0009817,GO:0006968	brown
TraesCS5B02G000500	GO:0005515	brown
TraesCS5B02G002600	GO:0046872,GO:0016702,GO:0055114,GO:0051213	brown
TraesCS5B02G005000	GO:0005525	brown
TraesCS5B02G029000	GO:0016021,GO:0055085,GO:0015299,GO:0006813,GO:0006812	brown
TraesCS5B02G049800	GO:0016491,GO:0004729,GO:0055114,GO:0006779,GO:0006782,GO:0009941,GO:0009534	brown
TraesCS5B02G067100		brown
TraesCS5B02G069000	GO:0006355,GO:0042644	brown
TraesCS5B02G090900		brown
TraesCS5B02G099300	GO:0003676,GO:0003746,GO:0006414,GO:0005515	brown
TraesCS5B02G102000	GO:0006633,GO:0031177	brown
TraesCS5B02G102100		brown
TraesCS5B02G102600	GO:0005737,GO:0005524,GO:0000166,GO:0000049,GO:0004826,GO:0006432,GO:0004812,GO:0043039	brown
TraesCS5B02G104800		brown
TraesCS5B02G108300	GO:0005515	brown
TraesCS5B02G110100		brown
TraesCS5B02G112500	GO:0005524,GO:0016887,GO:0005515	brown
TraesCS5B02G121300	GO:0005634,GO:0009507,GO:0005829,GO:0048487,GO:0051721,GO:0043014,GO:0042903,GO:0032041,GO:0043621,	brown
TraesCS5B02G122900	,GO:0008168,GO:0032259	brown
TraesCS5B02G136500	GO:0005524,GO:0000166,GO:0009507,GO:0005739,GO:0004828,GO:0006434,GO:0006418,GO:0004812,GO:0048481	brown
TraesCS5B02G139100	GO:0016021,GO:0009941	brown
TraesCS5B02G163300	GO:0005515	brown
TraesCS5B02G169000		brown
TraesCS5B02G171200	GO:0003676,GO:0003723,GO:0009535,GO:0003697,GO:0010029,GO:0009651,GO:0080148,GO:0009409,GO:1901001,GO:0009414,GO:0009570,GO:0009941	brown
TraesCS5B02G172000		brown
TraesCS5B02G172900	GO:0005515	brown
TraesCS5B02G190100	GO:0003723	brown
TraesCS5B02G198200	,GO:0016021	brown
TraesCS5B02G199200	GO:0010468	brown
TraesCS5B02G199500	GO:0003676,GO:0005524,GO:0004386,GO:0009507	brown
TraesCS5B02G201200	GO:0016021,GO:0022857,GO:0016020,GO:0055085	brown
TraesCS5B02G211200	GO:0005737,GO:0005524,GO:0006457,GO:0046914,GO:1901671	brown
TraesCS5B02G220500		brown
TraesCS5B02G241800		brown
TraesCS5B02G249000	GO:0005524,GO:0006457,GO:0051082	brown
TraesCS5B02G259400	GO:0042781,	brown
TraesCS5B02G271700		brown
TraesCS5B02G309000	GO:0016021	brown
TraesCS5B02G372900	GO:0005524,GO:0009507,GO:0005739,GO:0030956,GO:0050567,GO:0006450,GO:0070681,GO:0032543	brown
TraesCS5B02G381000	GO:0005515	brown
TraesCS5B02G403400	GO:0046983,GO:0016620,GO:0008652,GO:0009097,GO:0051287,GO:0055114,GO:0009088,GO:0009089,GO:0009086,GO:0050661,GO:0004073	brown
TraesCS5B02G409400	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS5B02G419000	GO:0005737,GO:0005524,GO:0016887,GO:0005525,GO:0043022,GO:0043023	brown
TraesCS5B02G429700	GO:0046872,GO:0016491,GO:0005506,GO:0009055,GO:0071949,GO:0051537,GO:0055114,GO:0051536,GO:0050660	brown
TraesCS5B02G450400	GO:0005525	brown
TraesCS5B02G477800	GO:0005524,GO:0015995,GO:0016851,GO:0015979,GO:0009570,GO:0009534	brown
TraesCS5B02G481100	GO:0003735,GO:0006412,GO:0005840,GO:0009570,GO:0009941	brown
TraesCS5B02G500900	GO:0006355,GO:0009508	brown
TraesCS5B02G503800	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS5B02G504900	GO:0005634,GO:0003676,GO:0005524,GO:0004386,GO:0003723,GO:0016787,GO:0000166	brown
TraesCS5B02G531900	GO:0003735,GO:0006412,GO:0005840,GO:0019843	brown
TraesCS5B02G534400	GO:0003676,GO:0005634,GO:0009737,GO:0003729,GO:0034337,GO:0032508,GO:0009409,GO:0000481,GO:0009570	brown
TraesCS5B02G552300	GO:0016021	brown
TraesCS5B02G562400		brown
TraesCS5B02G567600	GO:0016021,GO:0016020,GO:0055085,GO:0015267	brown
TraesCS5B02G571100		brown
TraesCS5D02G006100	GO:0005525	brown
TraesCS5D02G012900		brown
TraesCS5D02G037500	GO:0016491,GO:0055114	brown
TraesCS5D02G038600	GO:0016021,GO:0055085,GO:0015299,GO:0006813,GO:0006812	brown
TraesCS5D02G041000	GO:0005622,GO:0005525,GO:0003924,GO:0006400,GO:0005515	brown
TraesCS5D02G044600	GO:0043531,GO:0008420,GO:0070940	brown
TraesCS5D02G044900		brown
TraesCS5D02G066100	GO:0016021,GO:0016491,GO:0055114	brown
TraesCS5D02G071300		brown
TraesCS5D02G099000	GO:0009535,GO:0005509,GO:0015979,GO:0009523,GO:0009654,GO:0019898,GO:0048564,GO:0009543,GO:0009570	brown
TraesCS5D02G099800	GO:0003735,GO:0006412,GO:0005840,GO:0019843	brown
TraesCS5D02G104600	GO:0005634,GO:0005524,GO:0004550,GO:0006183,GO:0006228,GO:0006241,GO:0009579,GO:0009585,GO:0042542,GO:0009570,GO:0009734,GO:0009941,GO:0006165	brown
TraesCS5D02G105500	GO:0003676,GO:0003746,GO:0006414,GO:0005739,GO:0005515	brown
TraesCS5D02G108700	GO:0006633,GO:0031177	brown
TraesCS5D02G109400	GO:0005737,GO:0005524,GO:0000166,GO:0000049,GO:0004826,GO:0006432,GO:0004812,GO:0043039	brown
TraesCS5D02G111900		brown
TraesCS5D02G115900	GO:0005515	brown
TraesCS5D02G117600	GO:0005524,GO:0006457,GO:0051082	brown
TraesCS5D02G123000		brown
TraesCS5D02G126600		brown
TraesCS5D02G131100	GO:0008168,GO:0032259	brown
TraesCS5D02G137500		brown
TraesCS5D02G143800		brown
TraesCS5D02G154200	GO:0005524,GO:0000166,GO:0009507,GO:0005739,GO:0004828,GO:0006434,GO:0006418,GO:0004812,GO:0048481	brown
TraesCS5D02G170500	GO:0005515	brown
TraesCS5D02G178300	GO:0003676,GO:0003723,GO:0009535,GO:0003697,GO:0010029,GO:0009651,GO:0080148,GO:0009409,GO:1901001,GO:0009414,GO:0009570,GO:0009941	brown
TraesCS5D02G179200	GO:0048046,GO:0005576	brown
TraesCS5D02G179300	GO:0048046,GO:0005576	brown
TraesCS5D02G179900	GO:0005515	brown
TraesCS5D02G197600	GO:0003723	brown
TraesCS5D02G205500	,GO:0016021	brown
TraesCS5D02G206300	GO:0010468	brown
TraesCS5D02G219500	GO:0005524,GO:0006457,GO:0046914,GO:1901671	brown
TraesCS5D02G222700	GO:0009507	brown
TraesCS5D02G227200		brown
TraesCS5D02G234900		brown
TraesCS5D02G246000	GO:0005509,GO:0005739	brown
TraesCS5D02G258900	GO:0005524,GO:0006457,GO:0051082	brown
TraesCS5D02G260200	GO:0016758,GO:0008194	brown
TraesCS5D02G260700	GO:0003723,GO:0006355,GO:0008168,GO:0006364,GO:0008649,GO:0001510	brown
TraesCS5D02G268500	,GO:0042781	brown
TraesCS5D02G274300	GO:0016491,GO:0003824,GO:0010181,GO:0055114	brown
TraesCS5D02G279000	GO:0009507	brown
TraesCS5D02G352800	GO:0009733	brown
TraesCS5D02G366500	GO:0005737,GO:0005524,GO:0000166,GO:0004817,GO:0006423,GO:0006418,GO:0004812	brown
TraesCS5D02G372300	GO:0016021,GO:0006629,GO:0080019,GO:0102965	brown
TraesCS5D02G380100	GO:0005524,GO:0009507,GO:0005739,GO:0030956,GO:0050567,GO:0006450,GO:0070681,GO:0032543	brown
TraesCS5D02G386100	GO:0005524,GO:0003677,GO:0006281,GO:0006310,GO:0008094,GO:0003697,GO:0006259	brown
TraesCS5D02G387400	GO:0005515	brown
TraesCS5D02G388000	GO:0016021,GO:0005886,GO:0015031,GO:0008565,GO:0009306,GO:0043953	brown
TraesCS5D02G406400	GO:0051301,GO:0032955	brown
TraesCS5D02G407300	GO:0020037,GO:0004497,GO:0005506,GO:0016705,GO:0055114	brown
TraesCS5D02G414600	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS5D02G424400	GO:0005737,GO:0005524,GO:0016887,GO:0005525,GO:0043022,GO:0043023	brown
TraesCS5D02G443600	GO:0008270,GO:0005515	brown
TraesCS5D02G453300	GO:0005525	brown
TraesCS5D02G463000	GO:0008289,GO:0006869	brown
TraesCS5D02G466800	GO:0051537,GO:0055114,GO:0010277	brown
TraesCS5D02G478900	GO:0005524,GO:0015995,GO:0016851	brown
TraesCS5D02G481500	GO:0003735,GO:0006412,GO:0005840,GO:0009570,GO:0009941	brown
TraesCS5D02G496500	GO:0008270,GO:0005515	brown
TraesCS5D02G500300	GO:0009507,GO:0042793,GO:0045893,GO:0009508,GO:0005515	brown
TraesCS5D02G501300	GO:0006355,GO:0009508	brown
TraesCS5D02G504600	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS5D02G530200	GO:0003735,GO:0006412,GO:0005840,GO:0019843	brown
TraesCS5D02G532100	GO:0003676	brown
TraesCS5D02G536100	GO:0016021,GO:0022857,GO:0055085	brown
TraesCS5D02G556400	GO:0005515	brown
TraesCS5D02G567000		brown
TraesCS6A02G000400	GO:0051287,GO:0055114,GO:0016616	brown
TraesCS6A02G041000	GO:0003676,GO:0019843,GO:0009507,GO:0003729,GO:1901259,GO:0034337	brown
TraesCS6A02G051400	GO:0005515	brown
TraesCS6A02G070500	GO:0005524,GO:0008270,GO:0000166,GO:0005739,GO:0000049,GO:0004818,GO:0006424,GO:0006418,GO:0004812,GO:0048481,GO:0009570,GO:0043039	brown
TraesCS6A02G072200	GO:0005515	brown
TraesCS6A02G084200		brown
TraesCS6A02G105400	GO:0003735,GO:0006412,GO:0005840,GO:0016020,GO:0009570,GO:0009941	brown
TraesCS6A02G107400	GO:0008168	brown
TraesCS6A02G107900	GO:0046872,GO:0003824,GO:0006779,GO:0004655,GO:0033014	brown
TraesCS6A02G123900		brown
TraesCS6A02G143300	GO:0018160,GO:0033014,GO:0004418,GO:0016740,GO:0006779,GO:0006782	brown
TraesCS6A02G147700	GO:0003677	brown
TraesCS6A02G149800	GO:0005829,GO:0002953	brown
TraesCS6A02G155700	GO:0003723,GO:0008168	brown
TraesCS6A02G166000	GO:0046872,GO:0016491,GO:0016702,GO:0055114,GO:0005515	brown
TraesCS6A02G169100	GO:0016491	brown
TraesCS6A02G173100	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS6A02G191000	GO:0016791,GO:0043169,GO:0046872,GO:0005524,GO:0004672,GO:0004721,GO:0006468,GO:0005886	brown
TraesCS6A02G191400	GO:0005634,GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0009793,GO:0009409,GO:0010027,GO:0009570,GO:0009941,GO:0009658	brown
TraesCS6A02G195200	GO:0005524,GO:0016887,GO:0005515	brown
TraesCS6A02G199600		brown
TraesCS6A02G209800	GO:0005622,GO:0005525,GO:0003924,GO:0003746,GO:0006414	brown
TraesCS6A02G214200	GO:0006355,GO:0003690,GO:0009737,GO:0009651,GO:0009658	brown
TraesCS6A02G225200	GO:0005737,GO:0003676,GO:0005524,GO:0000166,GO:0009507,GO:0005739,GO:0004824,GO:0006430,GO:0006418,GO:0004812,GO:0048481	brown
TraesCS6A02G229400	GO:0016021	brown
TraesCS6A02G231900	GO:0051087,GO:0006457,GO:0042803,GO:0000774	brown
TraesCS6A02G234000	GO:0003676,GO:0005524,GO:0004386,GO:0005739,GO:0010497,GO:0009663	brown
TraesCS6A02G234900	GO:0015979	brown
TraesCS6A02G239800		brown
TraesCS6A02G242300	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS6A02G242600	GO:0016747	brown
TraesCS6A02G256000	GO:0008168,GO:0016021,GO:0032259,GO:0016020,GO:0016740,GO:0005737,GO:0005802,GO:0005768	brown
TraesCS6A02G258500	GO:0016117,GO:0015995,GO:0016114,GO:0009570,GO:0008685	brown
TraesCS6A02G263200	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS6A02G270100	GO:0004519,GO:0048564,GO:0045292,GO:0000373,GO:0005515	brown
TraesCS6A02G276900	GO:0010287	brown
TraesCS6A02G298200	GO:0005515	brown
TraesCS6A02G303300	GO:0009793,GO:0005515	brown
TraesCS6A02G314600	GO:0009579	brown
TraesCS6A02G315100		brown
TraesCS6A02G319100	GO:0003735,GO:0006412,GO:0005840,GO:0009295,GO:0009570,GO:0009941	brown
TraesCS6A02G331700		brown
TraesCS6A02G333800		brown
TraesCS6A02G336800	GO:0005524,GO:0000166,GO:0002161,GO:0000049,GO:0006418,GO:0004822,GO:0006428,GO:0004812	brown
TraesCS6A02G340300	GO:0005524,GO:0006457,GO:0005737,GO:0046914,GO:1901671	brown
TraesCS6A02G348100	GO:0005515	brown
TraesCS6A02G371300		brown
TraesCS6A02G377400	GO:0006353	brown
TraesCS6A02G377900	GO:0005524,GO:0016887	brown
TraesCS6A02G385200		brown
TraesCS6A02G386300	GO:0003676	brown
TraesCS6A02G387900	GO:0016788	brown
TraesCS6A02G392800	GO:0003824,GO:0055114,GO:0050661,GO:0009231,GO:0008835,GO:0008703	brown
TraesCS6A02G406500	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS6A02G418400	GO:0003824,GO:0050662	brown
TraesCS6A02G418600		brown
TraesCS6B02G020800	GO:0005525	brown
TraesCS6B02G039500	GO:0016021,GO:0020037,GO:0004497,GO:0005506,GO:0016705,GO:0055114,GO:0009611,GO:0009941	brown
TraesCS6B02G045100	GO:0006355,GO:0003690	brown
TraesCS6B02G056100	GO:0003676	brown
TraesCS6B02G068600	GO:0005515	brown
TraesCS6B02G082300	GO:0005634,GO:0003677,GO:0000786,GO:0046982	brown
TraesCS6B02G094500	GO:0005524,GO:0008270,GO:0000166,GO:0005739,GO:0000049,GO:0004818,GO:0006424,GO:0006418,GO:0004812,GO:0048481,GO:0009570,GO:0043039	brown
TraesCS6B02G096900	GO:0005515	brown
TraesCS6B02G112800		brown
TraesCS6B02G134800	GO:0003735,GO:0006412,GO:0005840,GO:0016020,GO:0009570,GO:0009941	brown
TraesCS6B02G135900	GO:0008168	brown
TraesCS6B02G136500	GO:0046872,GO:0003824,GO:0004655,GO:0033014,GO:0006779	brown
TraesCS6B02G162600		brown
TraesCS6B02G162800	GO:0016021	brown
TraesCS6B02G171600	GO:0018160,GO:0033014,GO:0004418,GO:0016740,GO:0006779	brown
TraesCS6B02G175800	GO:0003677	brown
TraesCS6B02G183900	GO:0003723,GO:0005886,GO:0008168	brown
TraesCS6B02G200800	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS6B02G219700	GO:0005634,GO:0003723,GO:0003735,GO:0006412,GO:0005840,GO:0009793,GO:0009409,GO:0010027,GO:0009570,GO:0009941,GO:0009658	brown
TraesCS6B02G231600		brown
TraesCS6B02G233800	GO:0005524,GO:0016887,GO:0005515	brown
TraesCS6B02G238600	GO:0005622,GO:0005525,GO:0003924,GO:0003746,GO:0006414	brown
TraesCS6B02G239000	GO:0009507	brown
TraesCS6B02G244200	GO:0006355,GO:0003690,GO:0009737,GO:0009651,GO:0009658	brown
TraesCS6B02G249700	GO:0051087,GO:0006457,GO:0042803,GO:0000774,GO:0005507,GO:0009579,GO:0005759,GO:0009570	brown
TraesCS6B02G252100	GO:0016021	brown
TraesCS6B02G256400	GO:0005737,GO:0003676,GO:0005524,GO:0000166,GO:0009507,GO:0005739,GO:0004824,GO:0006430,GO:0006418,GO:0004812,GO:0048481	brown
TraesCS6B02G262800	GO:0003676,GO:0005524,GO:0004386,GO:0005739,GO:0010497,GO:0009663	brown
TraesCS6B02G281900	GO:0016747	brown
TraesCS6B02G282200	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS6B02G290300	GO:0003735,GO:0006412,GO:0005840	brown
TraesCS6B02G297400	GO:0004519,GO:0048564,GO:0045292,GO:0000373,GO:0005515	brown
TraesCS6B02G301300	GO:0016021,GO:0016491,GO:0055114,GO:0050660,GO:0016020	brown
TraesCS6B02G310700	GO:0005737,GO:0005524,GO:0000166,GO:0004829,GO:0006435,GO:0006418,GO:0004812,GO:0043039	brown
TraesCS6B02G315800	GO:0005515	brown
TraesCS6B02G327700	GO:0005515	brown
TraesCS6B02G332800	GO:0005515	brown
TraesCS6B02G345500		brown
TraesCS6B02G349300	GO:0003735,GO:0006412,GO:0005840,GO:0009295,GO:0009570,GO:0009941	brown
TraesCS6B02G360300	GO:0005737,GO:0000287,GO:0004427,GO:0006796	brown
TraesCS6B02G361200	GO:0055114	brown
TraesCS6B02G362500		brown
TraesCS6B02G367200	GO:0005737,GO:0005524,GO:0000166,GO:0002161,GO:0000049,GO:0006418,GO:0004822,GO:0006428,GO:0004812	brown
TraesCS6B02G371500	GO:0005737,GO:0005524,GO:0006457,GO:0046914,GO:1901671	brown
TraesCS6B02G381700	GO:0005515	brown
TraesCS6B02G388100	GO:0003743,GO:0006413	brown
TraesCS6B02G390600	GO:0016021,GO:0015979,GO:0042651,GO:0009523,GO:0009654,GO:0009507,GO:0009535,GO:0016020,GO:0009536	brown
TraesCS6B02G406100	GO:0016021,GO:0006857,GO:0022857,GO:0016020,GO:0055085	brown
TraesCS6B02G408300		brown
